news,name
"MUMBAI, Feb 1 (Reuters) - India's federal government will spend a record 12.2 trillion rupees ($133.08 billion) on infrastructure in the upcoming financial year that begins on April 1, Finance",Larsen & Toubro Ltd.
"The retail marketplace does not have any nostalgia. Just because a brand has been around for decades, or even a century, does not guarantee that it will continue past 2026. In the coming year, we may see the death of both Sears and K-Mart, two historic brands that helped define American retail. ...",Larsen & Toubro Ltd.
"Larsen & Toubro Ltd (LTOUF) reports its highest ever quarterly order inflows and a 10% revenue growth, despite facing margin pressures and project deferrals.",Larsen & Toubro Ltd.
"Jan 28 (Reuters) - India's Larsen & Toubro reported third‑quarter profit below expectations on Wednesday, as muted domestic infrastructure inflows weighed on order intake despite stronger overseas",Larsen & Toubro Ltd.
The order is intended to contribute to the country’s efforts to expand utility-scale solar capacity and reduce carbon emissions.,Larsen & Toubro Ltd.
"indie Semiconductor Inc. (NASDAQ:INDI) is one of the 11 most popular AI penny stocks to buy now. As of the March 6 closing, consensus sentiment for Indie Semiconductor Inc. (NASDAQ:INDI) was strongly bullish. The stock received coverage from 5 analysts, 4 of whom assigned Buy ratings and 1 gave a Hold call. With no Sell […]",Mahindra & Mahindra Ltd.
Moby summary of Embraer S.A.'s Q4 2025 earnings call,Mahindra & Mahindra Ltd.
March 2 (Reuters) - Indian automaker Mahindra & Mahindra said on Monday that its Japan-based unit will exit the agricultural machinery business by the first half of fiscal year 2027 as losses continue,Mahindra & Mahindra Ltd.
"Mobileye Global (NasdaqGS:MBLY) is expanding into humanoid robotics and the Physical AI market through its acquisition of Mentee Robotics. The company has announced new large scale advanced driver assistance systems partnerships, including a major program with a U.S. automaker. Recent deals with Mahindra & Mahindra and Elektrobit extend Mobileye's reach across global automotive and robotics applications. Mobileye Global enters this new phase with its shares at $8.46 and a 24.7% decline year...",Mahindra & Mahindra Ltd.
"Mobileye Global Inc. (NASDAQ:MBLY) is one of the 12 Best Stocks Under $10 to Invest In Right Now. On February 10, Oppenheimer reiterated an Outperform rating on Mobileye Global Inc. (NASDAQ:MBLY) after the company’s partnership with Mahindra & Mahindra was announced. Mahindra & Mahindra has selected Mobileye Global Inc. (NASDAQ:MBLY) as a Tier 1 supplier. […]",Mahindra & Mahindra Ltd.
"Motus Holdings Ltd (JSE:MTH) reports robust growth in South Africa, offset by international market pressures and foreign exchange losses.",Mahindra & Mahindra Ltd.
"Mobileye Global Inc. (NASDAQ:MBLY) is one of the best debt-free mid-cap stocks to buy according to hedge funds. On February 10, analysts at Oppenheimer reiterated an Outperform rating on Mobileye Global Inc. (NASDAQ:MBLY). The positive stance comes on Mahindra selecting Mobileye Global as its tier 1 tasked with supplying both Super Vision and Surround ADAS […]",Mahindra & Mahindra Ltd.
"Earlier in February 2026, Mobileye Global Inc. announced that Mahindra & Mahindra selected its SuperVision and Surround ADAS platforms, powered by the EyeQ6 High chip, for at least six future models with production targeted to begin in 2027. This deal makes Mobileye the Tier 1 supplier and consolidates perception, driving, monitoring, and parking functions into a single ECU, underscoring how its integrated ADAS architecture can support automakers’ efficiency and safety ambitions in the...",Mahindra & Mahindra Ltd.
"Valeo (ENXTPA:FR) is in focus after outlining more than €200m of planned investment in India and deepening partnerships in electric powertrains and edge AI infrastructure, including a large powertrain deal with Mahindra & Mahindra. See our latest analysis for Valeo. Valeo shares have gathered momentum recently, with a 30 day share price return of 15.07% and a 90 day gain of 28.12%, while the 1 year total shareholder return of 28.47% contrasts with weaker 3 and 5 year total shareholder...",Mahindra & Mahindra Ltd.
Order aims to improve agricultural supply chains and rural connectivity.,Mahindra & Mahindra Ltd.
"By Nandan Mandayam Feb 17 (Reuters) - Suzuki Motor on Tuesday launched its maiden electric vehicle in India, offering customers a battery rental plan to lower upfront costs - a model previously",Maruti Suzuki India Ltd.
"Lumax Industries Ltd (BOM:517206) achieves its best quarterly performance with an 18.7% revenue increase, while navigating challenges in LED module localization and capital expenditure.",Maruti Suzuki India Ltd.
"Feb 11 (Reuters) - Indian battery maker Amara Raja Energy and Mobility reported a 51.4% fall in third-quarter profit on Wednesday, due to a rise in raw material costs and from a one-off charge tied to",Maruti Suzuki India Ltd.
"By Aditi Shah NEW DELHI, Feb 9 (Reuters) - India has scrapped a planned concession for small cars in upcoming fuel-efficiency rules after automakers including Tata Motors and Mahindra & Mahindra",Maruti Suzuki India Ltd.
"Feb 4 (Reuters) - India's Apollo Tyres reported a 39.5% rise in quarterly profit, as tax cuts spurred demand both from automakers as well as buyers looking to replace older tyres.",Maruti Suzuki India Ltd.
"Despite geopolitical and market challenges, Kansai Nerolac Paints Ltd (BOM:500165) focuses on strategic expansions and product launches to drive future growth.",Maruti Suzuki India Ltd.
"Feb 3 (Reuters) - Engine oil maker Castrol India posted a 9.9% drop in fourth-quarter profit on Tuesday, as higher raw material costs and a one-time charge outweighed the boost from sustained demand",Maruti Suzuki India Ltd.
Maruti Suzuki India Ltd (BOM:532500) reports robust domestic growth and strategic capacity expansion plans despite facing margin pressures and export challenges.,Maruti Suzuki India Ltd.
"In late January 2026, India and the European Union agreed on a trade deal that will cut tariffs on EU-made cars imported into India to 40%, opening the door wider for European automakers in one of the world’s largest car markets. This shift puts fresh attention on Suzuki’s position through Maruti Suzuki in India, where its compact, affordable cars currently lead a market that may now see more competition from higher-priced European brands. Against this backdrop, we’ll examine how the planned...",Maruti Suzuki India Ltd.
"Jan 28 (Reuters) - Maruti Suzuki, India's top carmaker, posted its largest quarterly revenue growth in more than three years on Wednesday as New Delhi's consumption tax cuts and year-end demand",Maruti Suzuki India Ltd.
"Humana Inc. previously declared a cash dividend of US$0.885 per share, payable on April 24, 2026 to stockholders of record as of March 27, 2026, while also acquiring Florida-based clinic operator MaxHealth to fold into its CenterWell Senior Primary Care network. Together with cautious commentary from Barclays about margin expansion amid rising care costs and tighter Medicare Advantage reimbursement, these moves highlight how Humana is balancing shareholder returns with heavier investment in...",Max Healthcare Institute Ltd.
"Humana, ticker NYSE:HUM, is acquiring MaxHealth to expand its CenterWell Senior Primary Care network. The move targets rising care costs and tighter government reimbursement rates in its Medicare Advantage business. The deal is intended to grow Humana's senior focused primary care footprint through CenterWell Senior Primary Care. For investors watching NYSE:HUM, this deal comes at a time when the stock trades around $190.54 and longer term returns have been weak, including a 28.0% decline...",Max Healthcare Institute Ltd.
"Humana Inc. (NYSE:HUM) is included among the 14 Best GARP Stocks to Buy According to Analysts. On February 25, Barclays lowered its price recommendation on Humana Inc. (NYSE:HUM) to $176 from $245. The firm reiterated an Equal Weight rating on the shares. It said it is “incrementally cautious” about the company’s expectation that Individual Medicare […]",Max Healthcare Institute Ltd.
"Humana’s CenterWell unit has agreed to acquire MaxHealth to expand its primary care reach in Florida. The deal adds MaxHealth clinics to CenterWell’s network, increasing access to value based care for patients in key Florida markets. The transaction highlights Humana’s (NYSE:HUM) continued focus on primary care delivery and Medicare focused services. For you as an investor following NYSE:HUM, this move sits at the core of Humana’s managed care and senior focused primary care model. Florida...",Max Healthcare Institute Ltd.
The addition of 82 owned and affiliated clinics in Florida comes as Humana doubles down on its primary care portfolio.,Max Healthcare Institute Ltd.
"Max Healthcare Institute Ltd (BOM:543220) reports a 10% revenue increase, driven by digital and international patient growth, despite facing operational hurdles.",Max Healthcare Institute Ltd.
"BENGALURU, Feb 5 (Reuters) - India's Max Healthcare Institute posted a jump in third-quarter profit on Thursday, supported by growth in international and outpatient consultations.",Max Healthcare Institute Ltd.
Max Healthcare Institute Ltd (BOM:543220) reports a 21% revenue increase and outlines significant expansion projects amid rising international patient revenue.,Max Healthcare Institute Ltd.
"IndusInd Bank and Hero MotoCorp will be removed from the index as part of the NSE's semi-annual rebalancing, the exchange said.  NSE's semi-annual index reshuffle is based on stocks' average free-float market capitalization over six-month periods ending January 31 and July 31, with the changes implemented in March and September, respectively.  Changes to the Nifty 50 usually lead to reshuffling of exchange traded funds linked to the benchmark index, which could result in several million dollars worth of inflows and outflows for the stocks that are rejigged.",Max Healthcare Institute Ltd.
"NTPC Ltd (BOM:532555) reports a 5.85% profit increase in Q3 FY26, driven by renewable capacity additions and strategic financial maneuvers.",NTPC Ltd.
"Jan 30 (Reuters) - National Power Thermal Corp (NTPC), India's top power producer, reported a rise in third-quarter profit on Friday, driven mainly by lower fuel costs.",NTPC Ltd.
"By Sarita Chaganti Singh NEW DELHI, Dec 16 (Reuters) - India has proposed a law that ends six decades of state monopoly over nuclear power, allowing private companies and even individuals to build and",NTPC Ltd.
By Sethuraman N R NEW DELHI (Reuters) -Indian coal power giant NTPC is looking to enter the coal gasification business with a plan to start producing 5-10 million tonnes per annum of synthetic gas,NTPC Ltd.
"(Reuters) -Top Indian power producer NTPC reported a rise in its second-quarter adjusted profit on Thursday, on lower expenses due to a drop in fuel costs.",NTPC Ltd.
"By Dharamraj Dhutia and Khushi Malhotra MUMBAI (Reuters) -A decline in corporate bond yields in secondary market after a dovish monetary policy, encouraged three state-run firms to raise about 77.50",NTPC Ltd.
The deployment is NTPC’s debut implementation of a centralised plant monitoring solution.,NTPC Ltd.
"The turbines will be distributed across the states of Karnataka, Maharashtra, and Tamil Nadu.",NTPC Ltd.
The projects will be connected via CTUIL 400kV/220kV substations in the region.,NTPC Ltd.
"NEW DELHI (Reuters) -India has cancelled grid access for nearly 17 gigawatts (GW) of delayed clean energy projects to prioritise connections for those that are operational or nearing completion, according to a source familiar with the matter and official documents reviewed by Reuters.  The state-run Central Transmission Utility of India Ltd (CTUIL) informed companies including Adani Green Energy, ReNew Power, NTPC, Avaada Group, JSW Energy, and ACME Solar about the cancellations, the documents show.  The affected projects are located in renewable-rich states such as Rajasthan, western Gujarat, and Madhya Pradesh in central India, according to a document from the federal agency overseeing inter-state transmission access.",NTPC Ltd.
"Jan 30 (Reuters) - Nestle India posted a 46% increase in quarterly profit on Friday, aided by higher demand for packaged food items, including Maggi noodles and KitKat chocolates, after consumption",Nestle India Ltd.
"Jan 16 (Reuters) - Nestle India on Friday named Edouard Mac Nab, currently head of finance and control at Nestle Canada, as its new chief financial officer effective March 1, the company said in an",Nestle India Ltd.
"Dec 10 (Reuters) - Nestle India's chief financial officer Svetlana Boldina will step down with effect from January 31, 2026, to take up a new position with a Nestle affiliate, the consumer firm said",Nestle India Ltd.
"By Bharath Rajeswaran (Reuters) -India's equity benchmarks advanced on Friday as heavyweights HDFC Bank, ICICI bank and Reliance Industries rose, and logged weekly gains, as optimism over an earnings",Nestle India Ltd.
"(Reuters) -Nestle India posted a marginal increase in second-quarter profit on Thursday, benefiting from improving urban demand for items such as Maggi noodles and Nescafe coffee, sending its shares",Nestle India Ltd.
"""The quarter was impacted by elevated consumption prices across the commodity portfolio,"" Chairman and Managing Director Suresh Narayanan said.  Narayanan will retire on July 31 and will be succeeded by Manish Tiwary.  Nestle India has been grappling with cost inflation in key commodities such as cocoa and milk, staples in its popular KitKat chocolates, and has jacked up select prices to cushion the blow.",Nestle India Ltd.
"By Aditya Kalra NEW DELHI, March 9 (Reuters) - When India's largest oil explorer opened a tender for a cement order in 2018, it sensed something was off by the competing bids coming in: all of them",Oil & Natural Gas Corporation Ltd.
"The Street fair value for Oil and Natural Gas has shifted only slightly, with the consolidated price target moving from ₹281.13 to about ₹281.81 per share. That small change comes against a backdrop of busy research on semiconductor-linked names, where price target revisions and rating moves on peers like On Semi are shaping how analysts evaluate risk and reward. Read on to see what is driving this evolving narrative and how you can track it. Analyst Price Targets don't always capture the...",Oil & Natural Gas Corporation Ltd.
"The estimated value of the contract is $261m (Rs23.66bn), not including MPD services.",Oil & Natural Gas Corporation Ltd.
"Despite legal setbacks, Jindal Drilling remains financially stable with promising market prospects and increased shareholder returns.",Oil & Natural Gas Corporation Ltd.
"Maharashtra Seamless Ltd (BOM:500265) reports increased margins and a solid order book, while navigating market dependencies and management changes.",Oil & Natural Gas Corporation Ltd.
"The contract covers EPCC of large double-wall storage tanks for LNG, ethane and propane at the Indian petrochemical hub.",Oil & Natural Gas Corporation Ltd.
"India is expected to be at the forefront in terms of the production project starts in Asia, with 50 scheduled to come online during the 2026 to 2030 outlook period.",Oil & Natural Gas Corporation Ltd.
"Oil and Natural Gas has seen its fair value estimate nudged down to about ₹276.9 from roughly ₹279.3, alongside a slight easing in the applied discount rate to around 13.00% from close to 13.02% as analysts balance structural growth drivers with near term cyclical headwinds across capital intensive, demand sensitive peers. These modest adjustments reflect a more measured stance on revenue growth, with long term expansion now pegged at roughly 1.15% versus about 1.30%, as Street research...",Oil & Natural Gas Corporation Ltd.
"Oil and Natural Gas stock has seen its narrative subtly reshaped as analysts fine tune their models, leaving the fair value at ₹279.3 per share while gently lifting the discount rate to 13.02% and holding long term revenue growth expectations near 1.30%. These small but deliberate changes reflect a market that recognizes resilient structural demand yet remains cautious about risk and execution. Stay tuned to see how you can track these evolving assumptions and keep on top of the shifting...",Oil & Natural Gas Corporation Ltd.
"By Nidhi Verma NEW DELHI, Dec 5 (Reuters) - India's Oil and Natural Gas Corp will pay into Russia's Sakhalin-1 oil and gas field abandonment fund in roubles, using Indian companies' frozen dividends",Oil & Natural Gas Corporation Ltd.
"Contract from POWERGRID for Chandrapur 2 x 500-MW back-to-back high-voltage direct-current (HVDC) link Scope includes advanced HVDC controls and valves, delivered from GE Vernova’s facilities in India First HVDC refurbishment project awarded to GE Vernova in India GE Vernova Inc. announced that its Electrification Systems business has been awarded a contract by Power Grid Corp. […]",Power Grid Corporation of India Ltd.
The project fully aligns with Kenya’s Least Cost Power Development Plan.,Power Grid Corporation of India Ltd.
"NAIROBI, Dec 15 (Reuters) - Kenya on Monday signed an agreement for the investment of $311 million in the construction of two high-voltage electricity transmission lines with a pan-African",Power Grid Corporation of India Ltd.
"Power Grid Corp Of India Ltd (BOM:532898) reports high availability rates and international expansion, but faces equipment shortages and project delays.",Power Grid Corporation of India Ltd.
(Reuters) -Power Grid Corporation of India posted a nearly 6% fall in second-quarter profit due to higher expenses and delayed project awards and execution.,Power Grid Corporation of India Ltd.
By Sethuraman N R NEW DELHI (Reuters) -India's federal power regulator has admitted petitions filed by two renewable energy developers seeking compensation for financial losses incurred due to delays,Power Grid Corporation of India Ltd.
"MUMBAI (Reuters) -India's record run in corporate bond issuance is expected to continue through August, as higher-rated companies and banks rush to tap the market for cheaper fundraising, underscoring a broader shift in corporate financing strategies amid declining bond yields and ample liquidity, investors said on Monday.  Indian firms are expected to raise at least 300 billion rupees ($3.43 billion) via bonds over the next three weeks, traders said.  Issuers including Manipal Hospitals, State Bank of India, IRB Infrastructure Trust, Delhi International Airport, Torrent Investments, Power Grid Corp and GMR Airports are among those expected to tap the market this month.",Power Grid Corporation of India Ltd.
"Power Grid Corp Of India Ltd (BOM:532898) reports robust earnings with significant revenue growth, despite facing project delays and competitive pressures.",Power Grid Corporation of India Ltd.
"Robert Kiyosaki, renowned entrepreneur and author of Rich Dad, Poor Dad, analysed the rationale behind India’s involvement in the first new U.S. oil refinery in half a century, hailed by President Donald Trump. The refinery in Brownsville, Texas, is part of a $300 billion investment to be backed by Reliance Industries over two decades. The company is owned by India's richest man, Mukesh Ambani.Notably, Reliance operates the world’s largest oil refining complex in Jamnagar, India. Kiyosaki, in a",Reliance Industries Ltd.
"The refinery, which will be built in Brownsville, Texas, is backed by Indian energy group Reliance Industries.",Reliance Industries Ltd.
"Reliance Industries is set to fund a $300B Texas refinery, a move that could boost India ETFs holding the conglomerate.",Reliance Industries Ltd.
"By Erwin Seba and Nicole Jao HOUSTON, March 10 (Reuters) - President Donald Trump on Tuesday announced the construction of a refinery on the southern U.S. border backed by India's Reliance Industries,",Reliance Industries Ltd.
"March 11 (Reuters) - Indian shares opened little changed on Wednesday, with choppy oil prices and mixed signals from the Middle East war keeping investors unsure about the impact on inflation and",Reliance Industries Ltd.
"March 9 (Reuters) - Shares of Indian refiners slumped on Monday, as the widening U.S.-Israeli war with Iran propelled Brent crude prices toward $120 per barrel - a near four-year high - threatening",Reliance Industries Ltd.
"March 9 (Reuters) - Indian shares declined sharply at the open on Monday as higher crude oil prices piled pressure on the Asian country's economy, stoking inflation worries and pushing up import costs",Reliance Industries Ltd.
"Reliance Industries, India’s largest private refiner, is seeking to purchase Russian crude under a temporary one-month U.S. waiver issued to India following severe supply disruptions from the Middle East.",Reliance Industries Ltd.
Fazer said the agreement would “entail the introduction and scaling of selected Fazer products produced in Finland to the Indian market”.,Reliance Industries Ltd.
"SINGAPORE, March 6 (Reuters) - Two tankers loaded with fuel from Reliance Industries in India that were headed to Europe made u-turns and are now bound for Asia, according to ‌two trade sources and shiptracking data, as the refiner capitalises on firm Asian margins with ‌the Iran war squeezing supply. The Advantage Life, which loaded around 100,000 metric tons (745,000 barrels) of diesel at Reliance's Jamnagar refinery on February 28, ​is currently bound for Singapore, according to Kpler, LSEG",Reliance Industries Ltd.
"SBI Life Insurance Co Ltd (NSE:SBILIFE) reports a 22% increase in VONB and significant digital advancements, despite rising operational costs.",SBI Life Insurance Company Ltd.
"Jan 28 (Reuters) - India's SBI Life Insurance reported a near 5% rise in third-quarter profit on Wednesday, aided by higher premium collections as tax cuts spurred retail demand for insurance products",SBI Life Insurance Company Ltd.
"Jan 23 (Reuters) - Indian private lender IndusInd Bank said on Friday that its part-time chairman and director Sunil Mehta will step down, effective January 30, post the completion of his term.",SBI Life Insurance Company Ltd.
"SBI Life Insurance Co Ltd (NSE:SBILIFE) reports robust growth in new business premiums and value of new business, despite challenges in profitability and operational costs.",SBI Life Insurance Company Ltd.
"(Reuters) -India's SBI Life Insurance reported a 7% fall in second-quarter profit on Friday, hurt by higher commissions paid to boost sales and a drop in income from investments.",SBI Life Insurance Company Ltd.
"By Vivek Kumar M (Reuters) -India's Canara HSBC Life Insurance made a muted debut on the bourses on Friday, as unappealing pricing and a crowded IPO market clouded the insurer's prospects.",SBI Life Insurance Company Ltd.
"Profit after tax for the country's biggest insurer rose to 109.87 billion rupees ($1.26 billion) for the quarter ended June 30 from 104.61 billion rupees a year earlier.  The insurer's net premium income rose nearly 5% to 1.19 trillion rupees, helped by a 6% rise in its renewal premium collection.  LIC has been focusing on increasing its share of high-margin policies, including launching new policies.",SBI Life Insurance Company Ltd.
"The tie-up will enable distribution of life insurance products, serving financial needs like savings and retirement planning.",SBI Life Insurance Company Ltd.
"Analysts said heightened competition in the group insurance category has affected SBI Life's premiums earned in the segment.  Peers ICICI Prudential Life Insurance and HDFC Life Insurance reported a rise in quarterly profit, boosted by their group insurance offerings.  SBI Life's net premium income fell about 5% to 238.61 billion rupees as single premiums dropped nearly 73% while first-year premiums rose about 7%.",SBI Life Insurance Company Ltd.
"Feb 3 (Reuters) - Private equity firm Advent International will buy a 14.3% stake in India's Aditya Birla Housing Finance Company for 27.5 billion rupees ($304.1 million), the latter's parent said on",Shriram Finance Ltd.
"TOKYO, Jan 30 (Reuters) - Japan's Mitsubishi UFJ Financial Group has seen a surge in interest from Japanese automakers hoping to tap its 20% stake in Indian non-bank lender Shriram Finance to boost",Shriram Finance Ltd.
"Shriram Finance Ltd (BOM:511218) reports strong financial performance with significant growth in disbursements and profit, despite facing challenges in certain segments.",Shriram Finance Ltd.
"BENGALURU, Jan 23 - India's Shriram Finance posted a bigger-than-expected third-quarter profit on Friday, bolstered by strong loan growth.",Shriram Finance Ltd.
"By Vibhuti Sharma and Aditya Kalra MUMBAI/NEW DELHI, Jan 14 (Reuters) - India's Shriram Finance said on Wednesday its shareholders have approved three proposals related to the non-bank lender's deal",Shriram Finance Ltd.
"Mitsubishi UFJ Financial Group, Inc. (NYSE:MUFG) is among the Growth Stock Portfolio: 12 Stock Picks By Ken Fisher. Mitsubishi UFJ Financial Group, Inc. (NYSE:MUFG) of Japan will pay $4.4 billion for a 20% share in India’s Shriram Finance Ltd., the largest cross-border investment in the country’s financial market. The deal surpasses Mitsubishi UFJ Financial Group, […]",Shriram Finance Ltd.
"The investment agreement was reached between MUFG Bank, Shriram Finance, and its major shareholders, Shriram Ownership Trust and Shriram Capital Private Limited.",Shriram Finance Ltd.
"Financial stocks were rising pre-bell Monday, with the State Street Financial Select Sector SPDR ETF",Shriram Finance Ltd.
"TOKYO, Dec 15 (Reuters) - Japan's Mitsubishi UFJ Financial Group is in final talks to acquire a 20% stake in Indian non-bank financial institution Shriram Finance for more than 500 billion yen ($3.22",Shriram Finance Ltd.
"(Reuters) -India's Shriram Finance reported a bigger-than-expected second-quarter profit on Friday on steady lending growth in its micro, small and medium enterprise (MSME) and commercial vehicle",Shriram Finance Ltd.
"By Dharamraj Dhutia MUMBAI, March 10 (Reuters) - India's largest lender, State Bank of India, will issue infrastructure bonds in March after a gap of about 16 months, two bankers said on Tuesday.",State Bank of India
The banks are considering active-active data centre models for possible inclusion in their next five-year business strategies.,State Bank of India
"SBI Holdings and Startale reveal JPYSC, a trust-backed yen stablecoin targeting Q2 2026 launch, pending regulatory approval.",State Bank of India
"Japanese financial conglomerate SBI Holdings is introducing a blockchain-based bond offering for retail investors, blending traditional fixed-income returns with cryptocurrency incentives. Key Takeaways: SBI is issuing 10 billion yen in tokenized bonds recorded on a blockchain platform. Investors will earn fixed interest plus XRP rewards tied to their subscription amount. ...",State Bank of India
SBI is issuing a blockchain-based security token bond that pays standard interest and also rewards Japanese retail investors with XRP.,State Bank of India
"SBI Holdings confirmed it owns about 9% of Ripple Labs, dismissing $10 billion XRP rumors as Ripple CEO highlights a $1 trillion vision.",State Bank of India
"Feb 9 (Reuters) - State Bank of India jumped 7.5% to close at a record high on Monday after the nation's largest lender beat quarterly profit estimates and raised its full‑year loan growth outlook,",State Bank of India
By Vivek Kumar M Feb 9 (Reuters) - Indian shares rose on Monday after an interim framework for a trade deal with the United States and strong earnings from the country's largest lender State Bank of,State Bank of India
The latest investor updates on stocks that are trending on Monday,State Bank of India
"Feb 7 (Reuters) - India's largest lender, State Bank of India, reported a higher-than-expected profit for the third quarter on Saturday, supported by healthy loan growth.",State Bank of India
"If you are wondering whether Organon’s current share price reflects its true worth, this article will walk through what the numbers actually say about the stock’s value. Organon last closed at US$7.29, with returns over the past week, month and year of 10% decline, 14.6% decline and 50.6% decline respectively, while the year to date return sits at 0.7%. These moves have come as investors react to ongoing headlines around Organon’s role in the broader pharmaceuticals and biotech space and its...",Sun Pharmaceutical Industries Ltd.
"Sun Pharmaceuticals Industries Ltd (BOM:524715) reports robust sales growth and improved margins, but faces challenges in the US generics market and rising tax rates.",Sun Pharmaceutical Industries Ltd.
Sun Pharma clears path for semaglutide generics,Sun Pharmaceutical Industries Ltd.
"SHANGHAI, Jan 27 (Reuters) - China's medicine regulator has ordered a halt to the import, sale and usage of a drug used to treat dementia associated with Alzheimer's disease made by India's Sun",Sun Pharmaceutical Industries Ltd.
"Jan 23 (Reuters) - Sun Pharmaceutical Industries, India's top drugmaker by revenue, said on Friday that it has received regulatory approval to manufacture and sell generic semaglutide in India.",Sun Pharmaceutical Industries Ltd.
"India-based Sun Pharmaceutical Industries Ltd is reportedly evaluating a potential acquisition of Organon & Co (NYSE:OGN), a U.S.-based women's healthcare company. If it goes through, the deal that could become the largest cross-border transaction ever by an Indian drugmaker, according to people familiar with the matter, as cited by The Economic Times. Sun Pharmaceutical has submitted a non-binding all-cash bid and arranged $10–14 billion in acquisition financing. Why It Matters If completed, th",Sun Pharmaceutical Industries Ltd.
Shares of pharmaceutical company Organon (NYSE:OGN) jumped 8.9% in the afternoon session after reports surfaced that Sun Pharmaceutical Industries submitted a non-binding proposal to acquire the company.,Sun Pharmaceutical Industries Ltd.
"By Rishika Sadam and Kashish Tandon (Reuters) -Sun Pharmaceutical Industries, India's top drugmaker by revenue, reported quarterly profit above analysts' estimates on Wednesday, helped by strong",Sun Pharmaceutical Industries Ltd.
Cipher Pharmaceuticals (CPH.TO) said Tuesday it has received a favorable award of $4.2 million from,Sun Pharmaceutical Industries Ltd.
By Ananta Agarwal and Rishika Sadam (Reuters) -Indian pharmaceutical stocks fell 2% on Friday after U.S.,Sun Pharmaceutical Industries Ltd.
"Investing.com -- Generative AI is not yet driving systematic job losses in the technology sector, according to a report from Bernstein, despite the rapid integration of Large Language Models (LLMs) into professional coding workflows. Following 50 hours of intensive interviews with tech professionals globally, analysts found that AI is reshaping role boundaries, but human capital remains ""surprisingly resilient,"" debunking popular narratives of an immediate white-collar ""apocalypse.""",Tata Consultancy Services Ltd.
PYPL teams up with TCS Blockchain to speed freight invoice settlements and slash costs for carriers.,Tata Consultancy Services Ltd.
"Tata Consultancy Services is urging employees to use artificial intelligence tools ‌to deliver work faster and cheaper, even if it ‌eats into the company's revenue, the CEO of India's largest software-services provider ​said on Wednesday.  ""We are telling ‌associates that if you ⁠find that you can do something faster, better, cheaper with AI, you should probably go ⁠and tell your customers, even if it cannibalises revenue,"" CEO K Krithivasan said at the Nasscom Technology and Leadership Forum in ​Mumbai.  TCS' stance mirrors that of smaller rival Wipro, which expects rapid AI adoption to ‌boost rather than shrink demand for ​software service providers.",Tata Consultancy Services Ltd.
"ServiceNow (NYSE:NOW) is accelerating its AI agenda with the acquisition of Pyramid Analytics to integrate advanced business analytics and AI into its platform. The deal follows earlier purchases of Data World and Veza and comes alongside fresh AI-focused partnerships with Tata Consultancy Services and Kearney. CEO Bill McDermott and other executives have canceled planned share sales and made open market share purchases, signaling confidence in the company during a period of industry concern...",Tata Consultancy Services Ltd.
"By Aditya Kalra NEW DELHI, Feb 24 (Reuters) - India's Tata Sons has postponed a decision on reappointing N Chandrasekaran as chairman after the head of its powerful charity arm opposed the move during",Tata Consultancy Services Ltd.
"ServiceNow (NYSE:NOW) announced a multi year AI partnership with Tata Consultancy Services focused on building and deploying trusted AI solutions at scale. The company also expanded alliances with firms such as Kearney to develop agentic AI offerings for business process transformation. These agreements highlight growing enterprise demand for AI powered workflow and operations solutions on the ServiceNow platform. For you as an investor, these moves sit at the center of what ServiceNow...",Tata Consultancy Services Ltd.
Collaboration aims to accelerate enterprise AI adoption using ServiceNow's platform.,Tata Consultancy Services Ltd.
Multi-year deal targets enterprise workflows,Tata Consultancy Services Ltd.
"The centre will deliver AI-first solutions for various industries, with services customised to meet individual client business processes.",Tata Consultancy Services Ltd.
"Nvidia Corp.’s Jensen Huang dropped out after early promotion; Bill Gates withdrew later.  Mukesh Ambani, Asia’s richest man, had so much trouble getting through security that his speech — announcing the biggest deal of the India AI Impact Summit — was delayed.",Tata Consultancy Services Ltd.
Discover how Tata Consumer Products Ltd (BOM:500800) achieved a 15% revenue increase and expanded its market presence in Q3 2026.,Tata Consumer Products Ltd.
"Jan 27 (Reuters) - India's Tata Consumer Products posted a higher third-quarter profit on Tuesday, aided by sweeping consumption tax cuts that increased demand for consumer goods.",Tata Consumer Products Ltd.
Tata has scaled back investment in its joint venture with the coffee giant in India until a more profitable structure is in place.,Tata Consumer Products Ltd.
"Tata Consumer Products Ltd (BOM:500800) reports an 18% revenue surge, driven by strong performance in core and international markets, alongside strategic product innovations.",Tata Consumer Products Ltd.
"(Reuters) -India's Tata Consumer Products reported second-quarter earnings above expectations on Monday, helped by easing tea prices, a key commodity for the company.",Tata Consumer Products Ltd.
Earnings preview of key companies reporting in the coming week and what to look out for,Tata Consumer Products Ltd.
"The companies operate Fiat India Automobiles Private Limited (FIAPL), a 50:50 JV.",Tata Motors Passenger Vehicles Ltd.
"Despite a cyber incident impacting Jaguar Land Rover, Tata Motors Passenger Vehicles Ltd (BOM:500570) achieved record domestic sales and significant market share gains.",Tata Motors Passenger Vehicles Ltd.
"Feb 5 (Reuters) - Indian carmaker Tata Motors Passenger Vehicles swung to a loss in the third-quarter on Thursday, dragged by lower sales at its luxury unit Jaguar Land Rover and a one-time charge of",Tata Motors Passenger Vehicles Ltd.
"Jaguar Land Rover has been building luxury British cars for a long time. Since, 2008, it has been owned by a company in another country that may surprise you.",Tata Motors Passenger Vehicles Ltd.
